"","species","zone","year","sampled","monitoring"
"525","bairds sandpiper","camp 1",2007,"no","systematic"
"526","bairds sandpiper","camp 1",2008,"no","systematic"
"527","bairds sandpiper","camp 1",2009,"no","systematic"
"528","bairds sandpiper","camp 1",2010,"no","systematic"
"529","bairds sandpiper","camp 1",2011,"no","systematic"
"530","bairds sandpiper","camp 1",2012,"no","systematic"
"531","bairds sandpiper","camp 1",2013,"no","systematic"
"532","bairds sandpiper","camp 1",2014,"no","systematic"
"533","bairds sandpiper","camp 1",2015,"no","systematic"
"534","bairds sandpiper","camp 1",2016,"no","systematic"
"535","bairds sandpiper","camp 1",2017,"no","systematic"
"536","bairds sandpiper","camp 1",2018,"no","systematic"
"537","bairds sandpiper","camp 1",2019,"no","systematic"
"538","bairds sandpiper","camp 1",2021,"no","systematic"
"539","bairds sandpiper","camp 1",2022,"no","systematic"
"540","bairds sandpiper","camp 1",2023,"no","systematic"
"541","bairds sandpiper","camp 2",1993,"no","systematic"
"542","bairds sandpiper","camp 2",1994,"no","systematic"
"543","bairds sandpiper","camp 2",1995,"no","systematic"
"544","bairds sandpiper","camp 2",1996,"no","systematic"
"545","bairds sandpiper","camp 2",1997,"no","systematic"
"546","bairds sandpiper","camp 2",1998,"no","systematic"
"547","bairds sandpiper","camp 2",1999,"no","systematic"
"548","bairds sandpiper","camp 2",2000,"no","systematic"
"549","bairds sandpiper","camp 2",2001,"no","systematic"
"550","bairds sandpiper","camp 2",2002,"no","systematic"
"551","bairds sandpiper","camp 2",2003,"no","systematic"
"552","bairds sandpiper","camp 2",2004,"no","systematic"
"553","bairds sandpiper","camp 2",2005,"no","systematic"
"554","bairds sandpiper","camp 2",2006,"no","systematic"
"555","bairds sandpiper","camp 2",2007,"no","systematic"
"556","bairds sandpiper","camp 2",2008,"no","systematic"
"557","bairds sandpiper","camp 2",2009,"no","systematic"
"558","bairds sandpiper","camp 2",2010,"no","systematic"
"559","bairds sandpiper","camp 2",2011,"no","systematic"
"560","bairds sandpiper","camp 2",2012,"no","systematic"
"561","bairds sandpiper","camp 2",2013,"no","systematic"
"562","bairds sandpiper","camp 2",2014,"no","systematic"
"563","bairds sandpiper","camp 2",2015,"no","systematic"
"564","bairds sandpiper","camp 2",2016,"no","systematic"
"565","bairds sandpiper","camp 2",2017,"no","systematic"
"566","bairds sandpiper","camp 2",2018,"no","systematic"
"567","bairds sandpiper","camp 2",2019,"no","systematic"
"568","bairds sandpiper","camp 2",2021,"no","systematic"
"569","bairds sandpiper","camp 2",2022,"no","systematic"
"570","bairds sandpiper","camp 2",2023,"no","systematic"
"571","bairds sandpiper","camp 3",1993,"no","systematic"
"572","bairds sandpiper","camp 3",1994,"no","systematic"
"573","bairds sandpiper","camp 3",1995,"no","systematic"
"574","bairds sandpiper","camp 3",1996,"no","systematic"
"575","bairds sandpiper","camp 3",1997,"no","systematic"
"576","bairds sandpiper","camp 3",1998,"no","systematic"
"577","bairds sandpiper","camp 3",1999,"no","systematic"
"578","bairds sandpiper","camp 3",2000,"no","systematic"
"579","bairds sandpiper","camp 3",2001,"no","systematic"
"580","bairds sandpiper","camp 3",2002,"no","systematic"
"581","bairds sandpiper","camp 3",2003,"no","systematic"
"582","bairds sandpiper","camp 3",2004,"no","systematic"
"583","bairds sandpiper","camp 3",2005,"no","systematic"
"584","bairds sandpiper","camp 3",2006,"no","systematic"
"585","bairds sandpiper","camp 3",2007,"no","systematic"
"586","bairds sandpiper","camp 3",2008,"no","systematic"
"587","bairds sandpiper","camp 3",2009,"no","systematic"
"588","bairds sandpiper","camp 3",2010,"no","systematic"
"589","bairds sandpiper","camp 3",2011,"no","systematic"
"590","bairds sandpiper","camp 3",2012,"no","systematic"
"591","bairds sandpiper","camp 3",2013,"no","systematic"
"592","bairds sandpiper","camp 3",2014,"no","systematic"
"593","bairds sandpiper","camp 3",2015,"no","systematic"
"594","bairds sandpiper","camp 3",2016,"no","systematic"
"595","bairds sandpiper","camp 3",2017,"no","systematic"
"596","bairds sandpiper","camp 3",2018,"no","systematic"
"597","bairds sandpiper","camp 3",2019,"no","systematic"
"598","bairds sandpiper","camp 3",2021,"no","systematic"
"599","bairds sandpiper","camp 3",2022,"no","systematic"
"600","bairds sandpiper","camp 3",2023,"no","systematic"
"601","bairds sandpiper","camp 3 plateau",1993,"no","systematic"
"602","bairds sandpiper","camp 3 plateau",1994,"no","systematic"
"603","bairds sandpiper","camp 3 plateau",1995,"no","systematic"
"604","bairds sandpiper","camp 3 plateau",1996,"no","systematic"
"605","bairds sandpiper","camp 3 plateau",1997,"no","systematic"
"606","bairds sandpiper","camp 3 plateau",1998,"no","systematic"
"607","bairds sandpiper","camp 3 plateau",1999,"no","systematic"
"608","bairds sandpiper","camp 3 plateau",2000,"no","systematic"
"609","bairds sandpiper","camp 3 plateau",2001,"no","systematic"
"610","bairds sandpiper","camp 3 plateau",2002,"no","systematic"
"611","bairds sandpiper","camp 3 plateau",2003,"no","systematic"
"612","bairds sandpiper","camp 3 plateau",2004,"no","systematic"
"613","bairds sandpiper","camp 3 plateau",2005,"no","systematic"
"614","bairds sandpiper","camp 3 plateau",2006,"no","systematic"
"615","bairds sandpiper","camp 3 plateau",2007,"no","systematic"
"616","bairds sandpiper","camp 3 plateau",2008,"no","systematic"
"617","bairds sandpiper","camp 3 plateau",2009,"no","systematic"
"618","bairds sandpiper","camp 3 plateau",2010,"no","systematic"
"619","bairds sandpiper","camp 3 plateau",2011,"no","systematic"
"620","bairds sandpiper","camp 3 plateau",2012,"no","systematic"
"621","bairds sandpiper","camp 3 plateau",2013,"no","systematic"
"622","bairds sandpiper","camp 3 plateau",2014,"no","systematic"
"623","bairds sandpiper","camp 3 plateau",2015,"no","systematic"
"624","bairds sandpiper","camp 3 plateau",2016,"no","systematic"
"625","bairds sandpiper","camp 3 plateau",2017,"no","systematic"
"626","bairds sandpiper","camp 3 plateau",2018,"no","systematic"
"627","bairds sandpiper","camp 3 plateau",2019,"no","systematic"
"628","bairds sandpiper","camp 3 plateau",2021,"no","systematic"
"629","bairds sandpiper","camp 3 plateau",2022,"no","systematic"
"630","bairds sandpiper","camp 3 plateau",2023,"no","systematic"
"631","bairds sandpiper","dufour",1993,"no","systematic"
"632","bairds sandpiper","dufour",1994,"no","systematic"
"633","bairds sandpiper","dufour",1995,"no","systematic"
"634","bairds sandpiper","dufour",1996,"no","systematic"
"635","bairds sandpiper","dufour",1997,"no","systematic"
"636","bairds sandpiper","dufour",1998,"no","systematic"
"637","bairds sandpiper","dufour",1999,"no","systematic"
"638","bairds sandpiper","dufour",2000,"no","systematic"
"639","bairds sandpiper","dufour",2001,"no","systematic"
"640","bairds sandpiper","dufour",2002,"no","systematic"
"641","bairds sandpiper","dufour",2003,"no","systematic"
"642","bairds sandpiper","dufour",2004,"no","systematic"
"643","bairds sandpiper","dufour",2005,"no","systematic"
"644","bairds sandpiper","dufour",2006,"no","systematic"
"645","bairds sandpiper","dufour",2007,"no","systematic"
"646","bairds sandpiper","dufour",2008,"no","systematic"
"647","bairds sandpiper","dufour",2009,"no","systematic"
"648","bairds sandpiper","dufour",2010,"no","systematic"
"649","bairds sandpiper","dufour",2011,"no","systematic"
"650","bairds sandpiper","dufour",2012,"no","systematic"
"651","bairds sandpiper","dufour",2013,"no","systematic"
"652","bairds sandpiper","dufour",2014,"no","systematic"
"653","bairds sandpiper","dufour",2015,"no","systematic"
"654","bairds sandpiper","dufour",2016,"no","systematic"
"655","bairds sandpiper","dufour",2017,"no","systematic"
"656","bairds sandpiper","dufour",2018,"no","systematic"
"657","bairds sandpiper","dufour",2019,"no","systematic"
"658","bairds sandpiper","dufour",2021,"no","systematic"
"659","bairds sandpiper","dufour",2022,"no","systematic"
"660","bairds sandpiper","dufour",2023,"no","systematic"
"661","bairds sandpiper","goose point",1993,"no","systematic"
"662","bairds sandpiper","goose point",1994,"no","systematic"
"663","bairds sandpiper","goose point",1995,"no","systematic"
"664","bairds sandpiper","goose point",1996,"no","systematic"
"665","bairds sandpiper","goose point",1997,"no","systematic"
"666","bairds sandpiper","goose point",1998,"no","systematic"
"667","bairds sandpiper","goose point",1999,"no","systematic"
"668","bairds sandpiper","goose point",2000,"no","systematic"
"669","bairds sandpiper","goose point",2001,"no","systematic"
"670","bairds sandpiper","goose point",2002,"no","systematic"
"671","bairds sandpiper","goose point",2003,"no","systematic"
"672","bairds sandpiper","goose point",2004,"no","systematic"
"673","bairds sandpiper","goose point",2005,"no","systematic"
"674","bairds sandpiper","goose point",2006,"no","systematic"
"675","bairds sandpiper","goose point",2007,"no","systematic"
"676","bairds sandpiper","goose point",2008,"no","systematic"
"677","bairds sandpiper","goose point",2009,"no","systematic"
"678","bairds sandpiper","goose point",2010,"no","systematic"
"679","bairds sandpiper","goose point",2011,"no","systematic"
"680","bairds sandpiper","goose point",2012,"no","systematic"
"681","bairds sandpiper","goose point",2013,"no","systematic"
"682","bairds sandpiper","goose point",2014,"no","systematic"
"683","bairds sandpiper","goose point",2015,"no","systematic"
"684","bairds sandpiper","goose point",2016,"no","systematic"
"685","bairds sandpiper","goose point",2017,"no","systematic"
"686","bairds sandpiper","goose point",2018,"no","systematic"
"687","bairds sandpiper","goose point",2019,"no","systematic"
"688","bairds sandpiper","goose point",2021,"no","systematic"
"689","bairds sandpiper","goose point",2022,"no","systematic"
"690","bairds sandpiper","goose point",2023,"no","systematic"
"691","bairds sandpiper","malaview",1993,"no","systematic"
"692","bairds sandpiper","malaview",1994,"no","systematic"
"693","bairds sandpiper","malaview",1995,"no","systematic"
"694","bairds sandpiper","malaview",1996,"no","systematic"
"695","bairds sandpiper","malaview",1997,"no","systematic"
"696","bairds sandpiper","malaview",1998,"no","systematic"
"697","bairds sandpiper","malaview",1999,"no","systematic"
"698","bairds sandpiper","malaview",2000,"no","systematic"
"699","bairds sandpiper","malaview",2001,"no","systematic"
"700","bairds sandpiper","malaview",2002,"no","systematic"
"701","bairds sandpiper","malaview",2003,"no","systematic"
"702","bairds sandpiper","malaview",2004,"no","systematic"
"703","bairds sandpiper","malaview",2005,"no","systematic"
"704","bairds sandpiper","malaview",2006,"no","systematic"
"705","bairds sandpiper","malaview",2007,"no","systematic"
"706","bairds sandpiper","malaview",2008,"no","systematic"
"707","bairds sandpiper","malaview",2009,"no","systematic"
"708","bairds sandpiper","malaview",2010,"no","systematic"
"709","bairds sandpiper","malaview",2011,"no","systematic"
"710","bairds sandpiper","malaview",2012,"no","systematic"
"711","bairds sandpiper","malaview",2013,"no","systematic"
"712","bairds sandpiper","malaview",2014,"no","systematic"
"713","bairds sandpiper","malaview",2015,"no","systematic"
"714","bairds sandpiper","malaview",2016,"no","systematic"
"715","bairds sandpiper","malaview",2017,"no","systematic"
"716","bairds sandpiper","malaview",2018,"no","systematic"
"717","bairds sandpiper","malaview",2019,"no","systematic"
"718","bairds sandpiper","malaview",2021,"no","systematic"
"719","bairds sandpiper","malaview",2022,"no","systematic"
"720","bairds sandpiper","malaview",2023,"no","systematic"
"721","bairds sandpiper","qarlikturvik valley",1993,"no","systematic"
"722","bairds sandpiper","qarlikturvik valley",1994,"no","systematic"
"723","bairds sandpiper","qarlikturvik valley",1995,"no","systematic"
"724","bairds sandpiper","qarlikturvik valley",1996,"no","systematic"
"725","bairds sandpiper","qarlikturvik valley",1997,"no","systematic"
"726","bairds sandpiper","qarlikturvik valley",1998,"no","systematic"
"727","bairds sandpiper","qarlikturvik valley",1999,"no","systematic"
"728","bairds sandpiper","qarlikturvik valley",2000,"no","systematic"
"729","bairds sandpiper","qarlikturvik valley",2001,"no","systematic"
"730","bairds sandpiper","qarlikturvik valley",2002,"no","systematic"
"731","bairds sandpiper","qarlikturvik valley",2003,"no","systematic"
"732","bairds sandpiper","qarlikturvik valley",2004,"no","systematic"
"733","bairds sandpiper","qarlikturvik valley",2005,"no","systematic"
"734","bairds sandpiper","qarlikturvik valley",2006,"no","systematic"
"735","bairds sandpiper","qarlikturvik valley",2007,"no","systematic"
"736","bairds sandpiper","qarlikturvik valley",2008,"no","systematic"
"737","bairds sandpiper","qarlikturvik valley",2009,"no","systematic"
"738","bairds sandpiper","qarlikturvik valley",2010,"no","systematic"
"739","bairds sandpiper","qarlikturvik valley",2011,"no","systematic"
"740","bairds sandpiper","qarlikturvik valley",2012,"no","systematic"
"741","bairds sandpiper","qarlikturvik valley",2013,"no","systematic"
"742","bairds sandpiper","qarlikturvik valley",2014,"no","systematic"
"743","bairds sandpiper","qarlikturvik valley",2015,"no","systematic"
"744","bairds sandpiper","qarlikturvik valley",2016,"no","systematic"
"745","bairds sandpiper","qarlikturvik valley",2017,"no","systematic"
"746","bairds sandpiper","qarlikturvik valley",2018,"no","systematic"
"747","bairds sandpiper","qarlikturvik valley",2019,"no","systematic"
"748","bairds sandpiper","qarlikturvik valley",2021,"no","systematic"
"749","bairds sandpiper","qarlikturvik valley",2022,"no","systematic"
"750","bairds sandpiper","qarlikturvik valley",2023,"no","systematic"
"751","bairds sandpiper","south plateau",1993,"no","systematic"
"752","bairds sandpiper","south plateau",1994,"no","systematic"
"753","bairds sandpiper","south plateau",1995,"no","systematic"
"754","bairds sandpiper","south plateau",1996,"no","systematic"
"755","bairds sandpiper","south plateau",1997,"no","systematic"
"756","bairds sandpiper","south plateau",1998,"no","systematic"
"757","bairds sandpiper","south plateau",1999,"no","systematic"
"758","bairds sandpiper","south plateau",2000,"no","systematic"
"759","bairds sandpiper","south plateau",2001,"no","systematic"
"760","bairds sandpiper","south plateau",2002,"no","systematic"
"761","bairds sandpiper","south plateau",2003,"no","systematic"
"762","bairds sandpiper","south plateau",2004,"no","systematic"
"763","bairds sandpiper","south plateau",2005,"no","systematic"
"764","bairds sandpiper","south plateau",2006,"no","systematic"
"765","bairds sandpiper","south plateau",2007,"no","systematic"
"766","bairds sandpiper","south plateau",2008,"no","systematic"
"767","bairds sandpiper","south plateau",2009,"no","systematic"
"768","bairds sandpiper","south plateau",2010,"no","systematic"
"769","bairds sandpiper","south plateau",2011,"no","systematic"
"770","bairds sandpiper","south plateau",2012,"no","systematic"
"771","bairds sandpiper","south plateau",2013,"no","systematic"
"772","bairds sandpiper","south plateau",2014,"no","systematic"
"773","bairds sandpiper","south plateau",2015,"no","systematic"
"774","bairds sandpiper","south plateau",2016,"no","systematic"
"775","bairds sandpiper","south plateau",2017,"no","systematic"
