"species","zone","year","sampled","monitoring"
"arctic fox","camp 2",2008,"yes","systematic"
"arctic fox","camp 2",2009,"yes","systematic"
"arctic fox","camp 2",2010,"yes","systematic"
"arctic fox","camp 2",2011,"yes","systematic"
"arctic fox","camp 2",2012,"yes","systematic"
"arctic fox","camp 2",2013,"yes","systematic"
"arctic fox","camp 2",2014,"yes","systematic"
"arctic fox","camp 2",2015,"yes","systematic"
"arctic fox","camp 2",2016,"yes","systematic"
"arctic fox","camp 2",2017,"no","systematic"
"arctic fox","camp 2",2018,"no","systematic"
"arctic fox","camp 2",2019,"no","systematic"
"arctic fox","camp 2",2021,"no","systematic"
"arctic fox","camp 2",2022,"no","systematic"
"arctic fox","camp 2",2023,"no","systematic"
"arctic fox","camp 3",1993,"no","systematic"
"arctic fox","camp 3",1994,"no","systematic"
"arctic fox","camp 3",1995,"no","systematic"
"arctic fox","camp 3",1996,"no","systematic"
"arctic fox","camp 3",1997,"no","systematic"
"arctic fox","camp 3",1998,"no","systematic"
"arctic fox","camp 3",1999,"no","systematic"
"arctic fox","camp 3",2000,"no","systematic"
"arctic fox","camp 3",2001,"no","systematic"
"arctic fox","camp 3",2002,"no","systematic"
"arctic fox","camp 3",2003,"no","systematic"
"arctic fox","camp 3",2004,"no","systematic"
"arctic fox","camp 3",2005,"no","systematic"
"arctic fox","camp 3",2006,"no","systematic"
"arctic fox","camp 3",2007,"no","systematic"
"arctic fox","camp 3",2008,"yes","systematic"
"arctic fox","camp 3",2009,"yes","systematic"
"arctic fox","camp 3",2010,"yes","systematic"
"arctic fox","camp 3",2011,"yes","systematic"
"arctic fox","camp 3",2012,"yes","systematic"
"arctic fox","camp 3",2013,"yes","systematic"
"arctic fox","camp 3",2014,"yes","systematic"
"arctic fox","camp 3",2015,"yes","systematic"
"arctic fox","camp 3",2016,"yes","systematic"
"arctic fox","camp 3",2017,"no","systematic"
"arctic fox","camp 3",2018,"no","systematic"
"arctic fox","camp 3",2019,"no","systematic"
"arctic fox","camp 3",2021,"no","systematic"
"arctic fox","camp 3",2022,"no","systematic"
"arctic fox","camp 3",2023,"no","systematic"
"arctic fox","camp 3 plateau",1993,"no","systematic"
"arctic fox","camp 3 plateau",1994,"no","systematic"
"arctic fox","camp 3 plateau",1995,"no","systematic"
"arctic fox","camp 3 plateau",1996,"no","systematic"
"arctic fox","camp 3 plateau",1997,"no","systematic"
"arctic fox","camp 3 plateau",1998,"no","systematic"
"arctic fox","camp 3 plateau",1999,"no","systematic"
"arctic fox","camp 3 plateau",2000,"no","systematic"
"arctic fox","camp 3 plateau",2001,"no","systematic"
"arctic fox","camp 3 plateau",2002,"no","systematic"
"arctic fox","camp 3 plateau",2003,"no","systematic"
"arctic fox","camp 3 plateau",2004,"no","systematic"
"arctic fox","camp 3 plateau",2005,"no","systematic"
"arctic fox","camp 3 plateau",2006,"no","systematic"
"arctic fox","camp 3 plateau",2007,"no","systematic"
"arctic fox","camp 3 plateau",2008,"yes","systematic"
"arctic fox","camp 3 plateau",2009,"yes","systematic"
"arctic fox","camp 3 plateau",2010,"yes","systematic"
"arctic fox","camp 3 plateau",2011,"yes","systematic"
"arctic fox","camp 3 plateau",2012,"yes","systematic"
"arctic fox","camp 3 plateau",2013,"yes","systematic"
"arctic fox","camp 3 plateau",2014,"yes","systematic"
"arctic fox","camp 3 plateau",2015,"yes","systematic"
"arctic fox","camp 3 plateau",2016,"yes","systematic"
"arctic fox","camp 3 plateau",2017,"no","systematic"
"arctic fox","camp 3 plateau",2018,"no","systematic"
"arctic fox","camp 3 plateau",2019,"no","systematic"
"arctic fox","camp 3 plateau",2021,"no","systematic"
"arctic fox","camp 3 plateau",2022,"no","systematic"
"arctic fox","camp 3 plateau",2023,"no","systematic"
"arctic fox","dufour",1993,"no","systematic"
"arctic fox","dufour",1994,"no","systematic"
"arctic fox","dufour",1995,"no","systematic"
"arctic fox","dufour",1996,"no","systematic"
"arctic fox","dufour",1997,"no","systematic"
"arctic fox","dufour",1998,"no","systematic"
"arctic fox","dufour",1999,"no","systematic"
"arctic fox","dufour",2000,"no","systematic"
"arctic fox","dufour",2001,"no","systematic"
"arctic fox","dufour",2002,"no","systematic"
"arctic fox","dufour",2003,"no","systematic"
"arctic fox","dufour",2004,"no","systematic"
"arctic fox","dufour",2005,"no","systematic"
"arctic fox","dufour",2006,"no","systematic"
"arctic fox","dufour",2007,"no","systematic"
"arctic fox","dufour",2008,"yes","systematic"
"arctic fox","dufour",2009,"yes","systematic"
"arctic fox","dufour",2010,"yes","systematic"
"arctic fox","dufour",2011,"yes","systematic"
"arctic fox","dufour",2012,"yes","systematic"
"arctic fox","dufour",2013,"yes","systematic"
"arctic fox","dufour",2014,"yes","systematic"
"arctic fox","dufour",2015,"yes","systematic"
"arctic fox","dufour",2016,"yes","systematic"
"arctic fox","dufour",2017,"no","systematic"
"arctic fox","dufour",2018,"no","systematic"
"arctic fox","dufour",2019,"no","systematic"
"arctic fox","dufour",2021,"no","systematic"
"arctic fox","dufour",2022,"no","systematic"
"arctic fox","dufour",2023,"no","systematic"
"arctic fox","goose point",1993,"no","systematic"
"arctic fox","goose point",1994,"no","systematic"
"arctic fox","goose point",1995,"no","systematic"
"arctic fox","goose point",1996,"no","systematic"
"arctic fox","goose point",1997,"no","systematic"
"arctic fox","goose point",1998,"no","systematic"
"arctic fox","goose point",1999,"no","systematic"
"arctic fox","goose point",2000,"no","systematic"
"arctic fox","goose point",2001,"no","systematic"
"arctic fox","goose point",2002,"no","systematic"
"arctic fox","goose point",2003,"no","systematic"
"arctic fox","goose point",2004,"no","systematic"
"arctic fox","goose point",2005,"no","systematic"
"arctic fox","goose point",2006,"no","systematic"
"arctic fox","goose point",2007,"no","systematic"
"arctic fox","goose point",2008,"yes","systematic"
"arctic fox","goose point",2009,"yes","systematic"
"arctic fox","goose point",2010,"yes","systematic"
"arctic fox","goose point",2011,"yes","systematic"
"arctic fox","goose point",2012,"yes","systematic"
"arctic fox","goose point",2013,"yes","systematic"
"arctic fox","goose point",2014,"yes","systematic"
"arctic fox","goose point",2015,"yes","systematic"
"arctic fox","goose point",2016,"yes","systematic"
"arctic fox","goose point",2017,"no","systematic"
"arctic fox","goose point",2018,"no","systematic"
"arctic fox","goose point",2019,"no","systematic"
"arctic fox","goose point",2021,"no","systematic"
"arctic fox","goose point",2022,"no","systematic"
"arctic fox","goose point",2023,"no","systematic"
"arctic fox","malaview",1993,"no","systematic"
"arctic fox","malaview",1994,"no","systematic"
"arctic fox","malaview",1995,"no","systematic"
"arctic fox","malaview",1996,"no","systematic"
"arctic fox","malaview",1997,"no","systematic"
"arctic fox","malaview",1998,"no","systematic"
"arctic fox","malaview",1999,"no","systematic"
"arctic fox","malaview",2000,"no","systematic"
"arctic fox","malaview",2001,"no","systematic"
"arctic fox","malaview",2002,"no","systematic"
"arctic fox","malaview",2003,"no","systematic"
"arctic fox","malaview",2004,"no","systematic"
"arctic fox","malaview",2005,"no","systematic"
"arctic fox","malaview",2006,"no","systematic"
"arctic fox","malaview",2007,"no","systematic"
"arctic fox","malaview",2008,"yes","systematic"
"arctic fox","malaview",2009,"yes","systematic"
"arctic fox","malaview",2010,"yes","systematic"
"arctic fox","malaview",2011,"yes","systematic"
"arctic fox","malaview",2012,"yes","systematic"
"arctic fox","malaview",2013,"yes","systematic"
"arctic fox","malaview",2014,"yes","systematic"
"arctic fox","malaview",2015,"yes","systematic"
"arctic fox","malaview",2016,"yes","systematic"
"arctic fox","malaview",2017,"no","systematic"
"arctic fox","malaview",2018,"no","systematic"
"arctic fox","malaview",2019,"no","systematic"
"arctic fox","malaview",2021,"no","systematic"
"arctic fox","malaview",2022,"no","systematic"
"arctic fox","malaview",2023,"no","systematic"
"arctic fox","qarlikturvik valley",1993,"no","systematic"
"arctic fox","qarlikturvik valley",1994,"no","systematic"
"arctic fox","qarlikturvik valley",1995,"no","systematic"
"arctic fox","qarlikturvik valley",1996,"no","systematic"
"arctic fox","qarlikturvik valley",1997,"no","systematic"
"arctic fox","qarlikturvik valley",1998,"no","systematic"
"arctic fox","qarlikturvik valley",1999,"no","systematic"
"arctic fox","qarlikturvik valley",2000,"no","systematic"
"arctic fox","qarlikturvik valley",2001,"no","systematic"
"arctic fox","qarlikturvik valley",2002,"no","systematic"
"arctic fox","qarlikturvik valley",2003,"no","systematic"
"arctic fox","qarlikturvik valley",2004,"no","systematic"
"arctic fox","qarlikturvik valley",2005,"no","systematic"
"arctic fox","qarlikturvik valley",2006,"no","systematic"
"arctic fox","qarlikturvik valley",2007,"no","systematic"
"arctic fox","qarlikturvik valley",2008,"yes","systematic"
"arctic fox","qarlikturvik valley",2009,"yes","systematic"
"arctic fox","qarlikturvik valley",2010,"yes","systematic"
"arctic fox","qarlikturvik valley",2011,"yes","systematic"
"arctic fox","qarlikturvik valley",2012,"yes","systematic"
"arctic fox","qarlikturvik valley",2013,"yes","systematic"
"arctic fox","qarlikturvik valley",2014,"yes","systematic"
"arctic fox","qarlikturvik valley",2015,"yes","systematic"
"arctic fox","qarlikturvik valley",2016,"yes","systematic"
"arctic fox","qarlikturvik valley",2017,"no","systematic"
"arctic fox","qarlikturvik valley",2018,"no","systematic"
"arctic fox","qarlikturvik valley",2019,"no","systematic"
"arctic fox","qarlikturvik valley",2021,"no","systematic"
"arctic fox","qarlikturvik valley",2022,"no","systematic"
"arctic fox","qarlikturvik valley",2023,"no","systematic"
"arctic fox","south plateau",1993,"no","systematic"
"arctic fox","south plateau",1994,"no","systematic"
"arctic fox","south plateau",1995,"no","systematic"
"arctic fox","south plateau",1996,"no","systematic"
"arctic fox","south plateau",1997,"no","systematic"
"arctic fox","south plateau",1998,"no","systematic"
"arctic fox","south plateau",1999,"no","systematic"
"arctic fox","south plateau",2000,"no","systematic"
"arctic fox","south plateau",2001,"no","systematic"
"arctic fox","south plateau",2002,"no","systematic"
"arctic fox","south plateau",2003,"no","systematic"
"arctic fox","south plateau",2004,"no","systematic"
"arctic fox","south plateau",2005,"no","systematic"
"arctic fox","south plateau",2006,"no","systematic"
"arctic fox","south plateau",2007,"no","systematic"
"arctic fox","south plateau",2008,"yes","systematic"
"arctic fox","south plateau",2009,"yes","systematic"
"arctic fox","south plateau",2010,"yes","systematic"
"arctic fox","south plateau",2011,"yes","systematic"
"arctic fox","south plateau",2012,"yes","systematic"
"arctic fox","south plateau",2013,"yes","systematic"
"arctic fox","south plateau",2014,"yes","systematic"
"arctic fox","south plateau",2015,"yes","systematic"
"arctic fox","south plateau",2016,"yes","systematic"
"arctic fox","south plateau",2017,"no","systematic"
"arctic fox","south plateau",2018,"no","systematic"
"arctic fox","south plateau",2019,"no","systematic"
"arctic fox","south plateau",2021,"no","systematic"
"arctic fox","south plateau",2022,"no","systematic"
"arctic fox","south plateau",2023,"no","systematic"
"arctic fox","study area",1993,"no","systematic"
"arctic fox","study area",1994,"no","systematic"
"arctic fox","study area",1995,"no","systematic"
"arctic fox","study area",1996,"no","systematic"
"arctic fox","study area",1997,"no","systematic"
"arctic fox","study area",1998,"no","systematic"
"arctic fox","study area",1999,"no","systematic"
"arctic fox","study area",2000,"no","systematic"
"arctic fox","study area",2001,"no","systematic"
"arctic fox","study area",2002,"no","systematic"
"arctic fox","study area",2003,"no","systematic"
"arctic fox","study area",2004,"no","systematic"
"arctic fox","study area",2005,"no","systematic"
"arctic fox","study area",2006,"no","systematic"
"arctic fox","study area",2007,"no","systematic"
"arctic fox","study area",2008,"yes","systematic"
"arctic fox","study area",2009,"yes","systematic"
"arctic fox","study area",2010,"yes","systematic"
"arctic fox","study area",2011,"yes","systematic"
"arctic fox","study area",2012,"yes","systematic"
"arctic fox","study area",2013,"yes","systematic"
"arctic fox","study area",2014,"yes","systematic"
"arctic fox","study area",2015,"yes","systematic"
"arctic fox","study area",2016,"yes","systematic"
"arctic fox","study area",2017,"no","systematic"
"arctic fox","study area",2018,"no","systematic"
"arctic fox","study area",2019,"no","systematic"
"arctic fox","study area",2021,"no","systematic"
"arctic fox","study area",2022,"no","systematic"
"arctic fox","study area",2023,"no","systematic"
"arctic fox","trapping grids",1993,"no","systematic"
"arctic fox","trapping grids",1994,"no","systematic"
"arctic fox","trapping grids",1995,"no","systematic"
"arctic fox","trapping grids",1996,"no","systematic"
"arctic fox","trapping grids",1997,"no","systematic"
"arctic fox","trapping grids",1998,"no","systematic"
"arctic fox","trapping grids",1999,"no","systematic"
"arctic fox","trapping grids",2000,"no","systematic"
"arctic fox","trapping grids",2001,"no","systematic"
"arctic fox","trapping grids",2002,"no","systematic"
"arctic fox","trapping grids",2003,"no","systematic"
"arctic fox","trapping grids",2004,"no","systematic"
"arctic fox","trapping grids",2005,"no","systematic"
"arctic fox","trapping grids",2006,"no","systematic"
"arctic fox","trapping grids",2007,"no","systematic"
"arctic fox","trapping grids",2008,"no","systematic"
"arctic fox","trapping grids",2009,"no","systematic"
"arctic fox","trapping grids",2010,"no","systematic"
"arctic fox","trapping grids",2011,"no","systematic"
"arctic fox","trapping grids",2012,"no","systematic"
"arctic fox","trapping grids",2013,"no","systematic"
"arctic fox","trapping grids",2014,"no","systematic"
"arctic fox","trapping grids",2015,"no","systematic"
